ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
193399,2020,2020,2020,AK,Alaska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.6,,,31.3,40.3,981,64.84507996,-147.722059,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,2,,,,
193400,2020,2020,2020,AK,Alaska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.1,,,20.7,27.8,"1,190",64.84507996,-147.722059,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,2,,,,
193424,2020,2020,2020,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.3,,,33.3,43.6,646,34.86597028,-111.7638113,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,4,,,,
193425,2020,2020,2020,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.1,,,28.5,33.9,"2,199",34.86597028,-111.7638113,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,4,,,,
193426,2020,2020,2020,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33,,,30.6,35.5,"2,845",34.86597028,-111.7638113,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,4,,,,
193427,2020,2020,2020,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.5,,,22.6,26.5,"3,454",34.86597028,-111.7638113,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,4,,,,
193451,2020,2020,2020,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.4,,,26.5,38.9,415,34.74865012,-92.27449074,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,5,,,,
193452,2020,2020,2020,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.8,,,34.4,41.2,"1,512",34.74865012,-92.27449074,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,5,,,,
193453,2020,2020,2020,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,40.3,,,36.6,44.1,"1,268",34.74865012,-92.27449074,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,5,,,,
193454,2020,2020,2020,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.5,,,28.3,34.9,"1,487",34.74865012,-92.27449074,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,5,,,,
193478,2020,2020,2020,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,44.5,,,38.6,50.5,414,37.63864012,-120.9999995,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,6,,,,
193479,2020,2020,2020,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.9,,,27.6,36.4,738,37.63864012,-120.9999995,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,6,,,,
193480,2020,2020,2020,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33,,,29.4,36.9,"1,137",37.63864012,-120.9999995,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,6,,,,
193481,2020,2020,2020,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,19.6,,,17.4,22,"2,059",37.63864012,-120.9999995,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,6,,,,
193505,2020,2020,2020,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.7,,,24.3,33.5,501,38.84384076,-106.1336109,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,8,,,,
193506,2020,2020,2020,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.7,,,26.4,31.1,"1,917",38.84384076,-106.1336109,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,8,,,,
193507,2020,2020,2020,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.9,,,24.9,29,"2,393",38.84384076,-106.1336109,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,8,,,,
193508,2020,2020,2020,CO,Colorado,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,18.2,,,16.9,19.5,"4,374",38.84384076,-106.1336109,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,8,,,,
193532,2020,2020,2020,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,40,,,33.5,46.9,448,41.56266102,-72.64984095,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,9,,,,
193533,2020,2020,2020,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35,,,31.8,38.3,"1,917",41.56266102,-72.64984095,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,9,,,,
193534,2020,2020,2020,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.9,,,25.1,31,"1,905",41.56266102,-72.64984095,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,9,,,,
193535,2020,2020,2020,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.9,,,20.9,25,"3,634",41.56266102,-72.64984095,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,9,,,,
193559,2020,2020,2020,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,41.3,,,33.9,49,325,39.00883067,-75.57774117,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,10,,,,
193560,2020,2020,2020,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.5,,,33.5,41.6,"1,022",39.00883067,-75.57774117,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,10,,,,
193561,2020,2020,2020,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.6,,,34.3,43,902,39.00883067,-75.57774117,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,10,,,,
193562,2020,2020,2020,DE,Delaware,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.2,,,28.6,36,"1,268",39.00883067,-75.57774117,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,10,,,,
193586,2020,2020,2020,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.6,,,26.9,47.5,124,38.89037139,-77.03196113,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,11,,,,
193587,2020,2020,2020,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.7,,,27.3,38.6,435,38.89037139,-77.03196113,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,11,,,,
193588,2020,2020,2020,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35,,,29.3,41.1,463,38.89037139,-77.03196113,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,11,,,,
193589,2020,2020,2020,DC,District of Columbia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,16.4,,,14.5,18.5,"2,098",38.89037139,-77.03196113,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,11,,,,
193613,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.4,,,31.9,45.3,978,28.93204038,-81.92896054,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,12,,,,
193614,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.6,,,26.2,33.2,"2,946",28.93204038,-81.92896054,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,12,,,,
193615,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.1,,,25.1,31.2,"3,125",28.93204038,-81.92896054,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,12,,,,
193616,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.6,,,21.1,26.4,"3,513",28.93204038,-81.92896054,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,12,,,,
193640,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,40.6,,,35,46.4,798,32.83968109,-83.62758035,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,13,,,,
193641,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.1,,,32,38.4,"2,254",32.83968109,-83.62758035,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,13,,,,
193642,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.8,,,33.5,40.2,"2,185",32.83968109,-83.62758035,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,13,,,,
193643,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.7,,,25.2,30.3,"2,814",32.83968109,-83.62758035,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,13,,,,
193667,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29,,,22.1,37.1,200,21.30485044,-157.8577494,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,15,,,,
193668,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.1,,,26.6,31.8,"1,890",21.30485044,-157.8577494,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,15,,,,
193669,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.5,,,22.3,26.9,"2,168",21.30485044,-157.8577494,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,15,,,,
193670,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,18.8,,,17.1,20.6,"3,115",21.30485044,-157.8577494,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,15,,,,
193694,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.4,,,29.6,43.9,335,43.68263001,-114.36373,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,16,,,,
193695,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34,,,30.7,37.4,"1,458",43.68263001,-114.36373,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,16,,,,
193696,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30,,,27.2,33,"1,862",43.68263001,-114.36373,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,16,,,,
193697,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.3,,,24.5,30.3,"1,710",43.68263001,-114.36373,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,16,,,,
193721,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,44.1,,,33.3,55.4,126,40.48501028,-88.99771018,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,17,,,,
193722,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.1,,,31.1,39.2,813,40.48501028,-88.99771018,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,17,,,,
193723,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.5,,,30.8,38.4,847,40.48501028,-88.99771018,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,17,,,,
193724,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24.3,,,21.8,26.9,"1,478",40.48501028,-88.99771018,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,17,,,,
193748,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.3,,,33.5,43.3,521,39.76691045,-86.14996019,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,18,,,,
193749,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.5,,,34.2,38.8,"2,431",39.76691045,-86.14996019,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,18,,,,
193750,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.8,,,36.2,41.4,"1,966",39.76691045,-86.14996019,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,18,,,,
193751,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.8,,,31.7,36,"2,548",39.76691045,-86.14996019,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,18,,,,
193775,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.5,,,32.3,43.1,419,42.46940091,-93.81649056,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,19,,,,
193776,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38,,,35.9,40.2,"2,672",42.46940091,-93.81649056,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,19,,,,
193777,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,39.2,,,37.1,41.4,"2,677",42.46940091,-93.81649056,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,19,,,,
193778,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.8,,,29,32.8,"2,914",42.46940091,-93.81649056,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,19,,,,
193802,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.5,,,30.9,42.5,366,38.3477403,-98.20078123,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,20,,,,
193803,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.3,,,34,38.7,"2,494",38.3477403,-98.20078123,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,20,,,,
193804,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.8,,,36.6,41,"2,911",38.3477403,-98.20078123,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,20,,,,
193805,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.9,,,28.2,31.7,"3,802",38.3477403,-98.20078123,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,20,,,,
193829,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.9,,,25.1,37.4,332,37.64597027,-84.77497105,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,21,,,,
193830,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.4,,,34.8,42,"1,103",37.64597027,-84.77497105,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,21,,,,
193831,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.8,,,35.4,42.4,"1,052",37.64597027,-84.77497105,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,21,,,,
193832,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.4,,,31.2,37.8,"1,163",37.64597027,-84.77497105,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,21,,,,
193856,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.9,,,29.9,42.4,358,31.31266064,-92.44568007,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,22,,,,
193857,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.9,,,35.5,42.4,"1,260",31.31266064,-92.44568007,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,22,,,,
193858,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,42.8,,,39,46.6,"1,109",31.31266064,-92.44568007,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,22,,,,
193859,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32,,,29.2,34.9,"1,577",31.31266064,-92.44568007,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,22,,,,
193883,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.2,,,31,46.1,371,45.25422889,-68.98503134,OWS,OWS1,Q036,,Education,EDU,Less than high school,EDUHS,,,,,,,,,23,,,,
193884,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.2,,,29.6,35,"2,603",45.25422889,-68.98503134,OWS,OWS1,Q036,,Education,EDU,High school graduate,EDUHSGRAD,,,,,,,,,23,,,,
193885,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.9,,,32.1,37.7,"2,727",45.25422889,-68.98503134,OWS,OWS1,Q036,,Education,EDU,Some college or technical school,EDUCOTEC,,,,,,,,,23,,,,
193886,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,24,,,22.1,26,"3,947",45.25422889,-68.98503134,OWS,OWS1,Q036,,Education,EDU,College graduate,EDUCOGRAD,,,,,,,,,23,,,,
