ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
193612,2020,2020,2020,FL,Florida,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.9,,,25.4,30.6,"5,614",28.93204038,-81.92896054,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,12,,,,
193638,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.3,,,30.8,35.9,"3,669",32.83968109,-83.62758035,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,13,,,,
193639,2020,2020,2020,GA,Georgia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.2,,,32.9,37.6,"4,403",32.83968109,-83.62758035,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,13,,,,
193665,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.7,,,24.7,28.7,"3,460",21.30485044,-157.8577494,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,15,,,,
193666,2020,2020,2020,HI,Hawaii,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,22.3,,,20.5,24.1,"3,923",21.30485044,-157.8577494,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,15,,,,
193692,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32,,,29.6,34.5,"2,726",43.68263001,-114.36373,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,16,,,,
193693,2020,2020,2020,ID,Idaho,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.2,,,27.7,32.7,"2,652",43.68263001,-114.36373,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,16,,,,
193719,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.1,,,31.2,37.2,"1,564",40.48501028,-88.99771018,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,17,,,,
193720,2020,2020,2020,IL,Illinois,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,27.6,34,"1,707",40.48501028,-88.99771018,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,17,,,,
193746,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.4,,,33.6,37.3,"3,552",39.76691045,-86.14996019,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,18,,,,
193747,2020,2020,2020,IN,Indiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.1,,,36.2,40.1,"3,930",39.76691045,-86.14996019,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,18,,,,
193773,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.8,,,35.1,38.4,"4,367",42.46940091,-93.81649056,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,19,,,,
193774,2020,2020,2020,IA,Iowa,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.2,,,34.5,38,"4,325",42.46940091,-93.81649056,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,19,,,,
193800,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.7,,,34,37.5,"4,663",38.3477403,-98.20078123,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,20,,,,
193801,2020,2020,2020,KS,Kansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.8,,,33.1,36.5,"4,929",38.3477403,-98.20078123,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,20,,,,
193827,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37,,,34.2,39.9,"1,762",37.64597027,-84.77497105,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,21,,,,
193828,2020,2020,2020,KY,Kentucky,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.1,,,33.4,38.9,"1,898",37.64597027,-84.77497105,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,21,,,,
193854,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.4,,,33.5,39.3,"2,048",31.31266064,-92.44568007,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,22,,,,
193855,2020,2020,2020,LA,Louisiana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,39.8,,,37.2,42.6,"2,272",31.31266064,-92.44568007,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,22,,,,
193881,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.3,,,30.1,34.5,"4,210",45.25422889,-68.98503134,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,23,,,,
193882,2020,2020,2020,ME,Maine,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,29.7,,,27.8,31.7,"5,472",45.25422889,-68.98503134,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,23,,,,
193908,2020,2020,2020,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.3,,,28.7,32.1,"5,952",39.29058096,-76.60926011,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,24,,,,
193909,2020,2020,2020,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.6,,,30,33.3,"6,610",39.29058096,-76.60926011,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,24,,,,
193935,2020,2020,2020,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,25.4,,,23.3,27.6,"2,973",42.27687047,-72.08269067,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,25,,,,
193936,2020,2020,2020,MA,Massachusetts,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,23.4,,,21.5,25.5,"3,151",42.27687047,-72.08269067,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,25,,,,
193962,2020,2020,2020,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.4,,,31.4,35.5,"3,118",44.66131954,-84.71439027,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,26,,,,
193963,2020,2020,2020,MI,Michigan,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.1,,,35,39.2,"3,639",44.66131954,-84.71439027,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,26,,,,
193989,2020,2020,2020,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.1,,,31.8,34.4,"7,205",46.35564874,-94.7942005,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,27,,,,
193990,2020,2020,2020,MN,Minnesota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.2,,,27,29.5,"7,042",46.35564874,-94.7942005,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,27,,,,
194016,2020,2020,2020,MS,Mississippi,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.4,,,34,38.8,"2,475",32.7455101,-89.53803082,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,28,,,,
194017,2020,2020,2020,MS,Mississippi,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,42.8,,,40.7,45,"3,600",32.7455101,-89.53803082,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,28,,,,
194043,2020,2020,2020,MO,Missouri,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.9,,,30,33.8,"3,934",38.63579078,-92.56630005,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,29,,,,
194044,2020,2020,2020,MO,Missouri,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.2,,,34.3,38.1,"4,505",38.63579078,-92.56630005,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,29,,,,
194070,2020,2020,2020,MT,Montana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.9,,,26.9,30.9,"3,012",47.06652897,-109.4244206,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,30,,,,
194071,2020,2020,2020,MT,Montana,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.2,,,26.2,30.3,"2,840",47.06652897,-109.4244206,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,30,,,,
194097,2020,2020,2020,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.7,,,33,36.4,"6,503",41.64104099,-99.36572062,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,31,,,,
194098,2020,2020,2020,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.3,,,31.6,35,"7,098",41.64104099,-99.36572062,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,31,,,,
194124,2020,2020,2020,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.4,,,26.8,34.3,"1,149",39.49324039,-117.0718406,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,32,,,,
194125,2020,2020,2020,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27,,,23.7,30.6,"1,131",39.49324039,-117.0718406,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,32,,,,
194151,2020,2020,2020,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,29.4,34.4,"2,609",43.65595011,-71.50036092,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,33,,,,
194152,2020,2020,2020,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.9,,,25.7,30.2,"2,987",43.65595011,-71.50036092,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,33,,,,
194178,2020,2020,2020,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.6,,,26.9,30.2,"4,833",40.13057005,-74.27369129,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,34,,,,
194179,2020,2020,2020,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.7,,,25,28.6,"4,559",40.13057005,-74.27369129,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,34,,,,
194205,2020,2020,2020,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.7,,,28.1,33.5,"2,900",34.52088095,-106.240581,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,35,,,,
194206,2020,2020,2020,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.1,,,28.5,33.7,"3,585",34.52088095,-106.240581,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,35,,,,
194232,2020,2020,2020,NY,New York,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.4,,,24.9,27.9,"6,046",42.82700103,-75.54397043,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,36,,,,
194233,2020,2020,2020,NY,New York,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.3,,,24.8,27.8,"6,537",42.82700103,-75.54397043,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,36,,,,
194259,2020,2020,2020,NC,North Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.8,,,30.5,35.1,"2,445",35.46622098,-79.15925046,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,37,,,,
194260,2020,2020,2020,NC,North Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.4,,,32.2,36.7,"2,715",35.46622098,-79.15925046,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,37,,,,
194286,2020,2020,2020,ND,North Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.5,,,31.8,37.3,"2,062",47.47531978,-100.118421,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,38,,,,
194287,2020,2020,2020,ND,North Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.5,,,28.6,34.6,"2,014",47.47531978,-100.118421,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,38,,,,
194313,2020,2020,2020,OH,Ohio,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.9,,,32.3,35.6,"6,289",40.06021014,-82.40426006,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,39,,,,
194314,2020,2020,2020,OH,Ohio,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.1,,,35.4,38.8,"6,901",40.06021014,-82.40426006,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,39,,,,
194340,2020,2020,2020,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.3,,,31.8,36.9,"2,025",35.47203136,-97.52107021,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,40,,,,
194341,2020,2020,2020,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,38.6,,,36.2,41.1,"2,505",35.47203136,-97.52107021,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,40,,,,
194367,2020,2020,2020,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,27.7,,,25.6,29.8,"2,429",44.56744942,-120.1550313,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,41,,,,
194368,2020,2020,2020,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.5,,,26.4,30.6,"2,401",44.56744942,-120.1550313,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,41,,,,
194394,2020,2020,2020,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.9,,,28.6,33.3,"2,597",40.79373015,-77.86070029,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,42,,,,
194395,2020,2020,2020,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.1,,,29.6,34.6,"2,428",40.79373015,-77.86070029,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,42,,,,
194421,2020,2020,2020,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,28.9,34.8,"2,116",41.70828019,-71.52247031,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,44,,,,
194422,2020,2020,2020,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.4,,,25.9,31.1,"2,555",41.70828019,-71.52247031,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,44,,,,
194448,2020,2020,2020,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33,,,30.2,35.9,"1,710",33.9988213,-81.04537121,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,45,,,,
194449,2020,2020,2020,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,39.4,,,36.5,42.3,"1,994",33.9988213,-81.04537121,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,45,,,,
194475,2020,2020,2020,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.2,,,28.7,35.9,"2,910",44.35313005,-100.3735306,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,46,,,,
194476,2020,2020,2020,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.3,,,30.9,38,"3,321",44.35313005,-100.3735306,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,46,,,,
